YR,MONTH,HPI,STATE
2014,NOV,154.71,FL
2014,DEC,155.25,FL
2015,JAN,156.21,FL
2015,FEB,157.95,FL
2015,MAR,159.97,FL
2015,ARP,161.87,FL
2015,MAY,164.13,FL
2015,JUN,166.34,FL
2015,JUL,167.96,FL
2015,AUG,168.88,FL
2015,SEP,169.67,FL
2015,OCT,170.81,FL
2015,NOV,171.72,FL
2015,DEC,172.05,FL
2016,JAN,172.43,FL
2016,FEB,174.11,FL
2016,MAR,176.97,FL
2016,ARP,179.36,FL
2016,MAY,181.31,FL
2016,JUN,183.32,FL
2016,JUL,184.91,FL
2016,AUG,186.17,FL
2016,SEP,187.22,FL
2016,OCT,188.1,FL
2016,NOV,188.76,FL
2016,DEC,189.53,FL
2017,JAN,190.9,FL
2017,FEB,192.68,FL
2017,MAR,194.57,FL
2017,ARP,196.58,FL
2017,MAY,198.3,FL
2017,JUN,199.6,FL
2017,JUL,201.18,FL
2017,AUG,203.03,FL
2017,SEP,204.48,FL
2017,OCT,204.96,FL
2017,NOV,205.15,FL
2017,DEC,205.36,FL
1975,JAN,30.72,GA
1975,FEB,30.45,GA
1975,MAR,30.34,GA
1975,ARP,30.4,GA
1975,MAY,30.51,GA
1975,JUN,30.54,GA
1975,JUL,30.44,GA
1975,AUG,30.2,GA
1975,SEP,29.86,GA
1975,OCT,29.58,GA
1975,NOV,29.49,GA
1975,DEC,29.54,GA
1976,JAN,29.63,GA
1976,FEB,29.65,GA
1976,MAR,29.61,GA
1976,ARP,29.65,GA
1976,MAY,29.84,GA
1976,JUN,30.24,GA
1976,JUL,30.69,GA
1976,AUG,30.93,GA
1976,SEP,30.98,GA
1976,OCT,30.94,GA
1976,NOV,30.86,GA
1976,DEC,30.8,GA
1977,JAN,30.77,GA
1977,FEB,30.8,GA
1977,MAR,30.89,GA
1977,ARP,31.05,GA
1977,MAY,31.26,GA
1977,JUN,31.48,GA
1977,JUL,31.69,GA
1977,AUG,31.8,GA
1977,SEP,31.85,GA
1977,OCT,31.99,GA
1977,NOV,32.19,GA
1977,DEC,32.4,GA
1978,JAN,32.66,GA
1978,FEB,32.9,GA
1978,MAR,33.03,GA
1978,ARP,33.1,GA
1978,MAY,33.26,GA
1978,JUN,33.7,GA
1978,JUL,34.29,GA
1978,AUG,34.77,GA
1978,SEP,35.03,GA
1978,OCT,35.1,GA
1978,NOV,35.18,GA
1978,DEC,35.46,GA
1979,JAN,35.89,GA
1979,FEB,36.33,GA
1979,MAR,36.73,GA
1979,ARP,37.04,GA
1979,MAY,37.27,GA
1979,JUN,37.53,GA
1979,JUL,37.83,GA
1979,AUG,38.18,GA
1979,SEP,38.57,GA
1979,OCT,39.03,GA
1979,NOV,39.54,GA
1979,DEC,40.02,GA
1980,JAN,40.41,GA
1980,FEB,40.75,GA
1980,MAR,41.1,GA
1980,ARP,41.42,GA
1980,MAY,41.74,GA
1980,JUN,42.04,GA
1980,JUL,42.31,GA
1980,AUG,42.49,GA
1980,SEP,42.68,GA
1980,OCT,42.91,GA
1980,NOV,43.15,GA
1980,DEC,43.37,GA
1981,JAN,43.58,GA
1981,FEB,43.86,GA
1981,MAR,44.19,GA
1981,ARP,44.44,GA
1981,MAY,44.55,GA
1981,JUN,44.61,GA
1981,JUL,44.76,GA
1981,AUG,45.08,GA
1981,SEP,45.54,GA
1981,OCT,46.01,GA
1981,NOV,46.39,GA
1981,DEC,46.63,GA
1982,JAN,46.81,GA
1982,FEB,47.07,GA
1982,MAR,47.46,GA
1982,ARP,47.86,GA
1982,MAY,48.06,GA
1982,JUN,47.98,GA
1982,JUL,47.71,GA
1982,AUG,47.37,GA
1982,SEP,47.16,GA
1982,OCT,47.23,GA
1982,NOV,47.56,GA
1982,DEC,47.96,GA
1983,JAN,48.33,GA
1983,FEB,48.66,GA
1983,MAR,48.86,GA
1983,ARP,48.93,GA
1983,MAY,49.06,GA
1983,JUN,49.26,GA
1983,JUL,49.49,GA
1983,AUG,49.84,GA
1983,SEP,50.21,GA
1983,OCT,50.43,GA
1983,NOV,50.55,GA
1983,DEC,50.68,GA
1984,JAN,50.9,GA
1984,FEB,51.21,GA
1984,MAR,51.5,GA
1984,ARP,51.71,GA
1984,MAY,51.9,GA
1984,JUN,52.02,GA
1984,JUL,52.2,GA
1984,AUG,52.64,GA
1984,SEP,53.13,GA
1984,OCT,53.38,GA
1984,NOV,53.46,GA
1984,DEC,53.6,GA
1985,JAN,53.79,GA
1985,FEB,53.72,GA
1985,MAR,53.05,GA
1985,ARP,52.7,GA
1985,MAY,53.53,GA
1985,JUN,54.68,GA
1985,JUL,55.52,GA
1985,AUG,56.07,GA
1985,SEP,56.38,GA
1985,OCT,56.57,GA
1985,NOV,56.64,GA
1985,DEC,56.8,GA
1986,JAN,57.01,GA
1986,FEB,57.14,GA
1986,MAR,57.34,GA
1986,ARP,57.73,GA
1986,MAY,58.17,GA
1986,JUN,58.56,GA
1986,JUL,58.88,GA
1986,AUG,58.87,GA
1986,SEP,58.91,GA
1986,OCT,59.21,GA
1986,NOV,59.58,GA
1986,DEC,59.87,GA
1987,JAN,60.12,GA
1987,FEB,60.47,GA
1987,MAR,60.97,GA
1987,ARP,61.29,GA
1987,MAY,61.45,GA
1987,JUN,61.84,GA
1987,JUL,62.27,GA
1987,AUG,62.37,GA
1987,SEP,62.31,GA
1987,OCT,62.42,GA
1987,NOV,62.63,GA
1987,DEC,62.74,GA
1988,JAN,62.89,GA
1988,FEB,63.25,GA
1988,MAR,63.74,GA
1988,ARP,64.12,GA
1988,MAY,64.37,GA
1988,JUN,64.55,GA
1988,JUL,64.6,GA
1988,AUG,64.62,GA
1988,SEP,64.69,GA
1988,OCT,64.63,GA
1988,NOV,64.56,GA
1988,DEC,64.77,GA
1989,JAN,65.05,GA
1989,FEB,65.16,GA
1989,MAR,65.19,GA
1989,ARP,65.25,GA
1989,MAY,65.44,GA
1989,JUN,65.72,GA
1989,JUL,65.98,GA
1989,AUG,66.19,GA
1989,SEP,66.46,GA
1989,OCT,66.66,GA
1989,NOV,66.67,GA
1989,DEC,66.7,GA
1990,JAN,66.74,GA
1990,FEB,66.59,GA
1990,MAR,66.37,GA
1990,ARP,66.31,GA
1990,MAY,66.42,GA
1990,JUN,66.52,GA
1990,JUL,66.58,GA
1990,AUG,66.62,GA
1990,SEP,66.5,GA
1990,OCT,66.23,GA
1990,NOV,66.08,GA
1990,DEC,66.14,GA
1991,JAN,66.21,GA
1991,FEB,66.22,GA
1991,MAR,66.26,GA
1991,ARP,66.3,GA
1991,MAY,66.36,GA
1991,JUN,66.39,GA
1991,JUL,66.29,GA
1991,AUG,66.12,GA
1991,SEP,66.02,GA
1991,OCT,66.03,GA
1991,NOV,66.15,GA
1991,DEC,66.49,GA
1992,JAN,66.85,GA
1992,FEB,66.85,GA
1992,MAR,66.6,GA
1992,ARP,66.48,GA
1992,MAY,66.6,GA
1992,JUN,66.86,GA
1992,JUL,67.18,GA
1992,AUG,67.52,GA
1992,SEP,67.83,GA
1992,OCT,67.94,GA
1992,NOV,67.74,GA
1992,DEC,67.49,GA
1993,JAN,67.35,GA
1993,FEB,67.44,GA
1993,MAR,67.88,GA
1993,ARP,68.4,GA
1993,MAY,68.78,GA
1993,JUN,69.02,GA
1993,JUL,68.94,GA
1993,AUG,68.99,GA
1993,SEP,69.25,GA
1993,OCT,69.29,GA
1993,NOV,69.45,GA
1993,DEC,69.58,GA
1994,JAN,69.43,GA
1994,FEB,69.43,GA
1994,MAR,69.83,GA
1994,ARP,70.37,GA
1994,MAY,70.99,GA
1994,JUN,71.5,GA
1994,JUL,71.67,GA
1994,AUG,71.74,GA
1994,SEP,71.89,GA
1994,OCT,72.09,GA
1994,NOV,72.25,GA
1994,DEC,72.35,GA
1995,JAN,72.47,GA
1995,FEB,72.56,GA
1995,MAR,72.74,GA
1995,ARP,73.15,GA
1995,MAY,73.49,GA
1995,JUN,73.75,GA
1995,JUL,74.12,GA
1995,AUG,74.44,GA
1995,SEP,74.7,GA
1995,OCT,74.99,GA
1995,NOV,75.33,GA
1995,DEC,75.56,GA
1996,JAN,75.55,GA
1996,FEB,75.64,GA
1996,MAR,76.1,GA
1996,ARP,76.63,GA
1996,MAY,77.06,GA
1996,JUN,77.53,GA
1996,JUL,77.73,GA
1996,AUG,77.69,GA
1996,SEP,77.77,GA
1996,OCT,77.98,GA
1996,NOV,78.28,GA
1996,DEC,78.54,GA
1997,JAN,78.71,GA
1997,FEB,79,GA
1997,MAR,79.51,GA
1997,ARP,79.99,GA
1997,MAY,80.39,GA
1997,JUN,80.78,GA
1997,JUL,81.21,GA
1997,AUG,81.57,GA
1997,SEP,81.83,GA
1997,OCT,82.18,GA
1997,NOV,82.38,GA
1997,DEC,82.35,GA
1998,JAN,82.54,GA
1998,FEB,83.09,GA
1998,MAR,83.8,GA
1998,ARP,84.58,GA
1998,MAY,85.22,GA
1998,JUN,85.81,GA
1998,JUL,86.29,GA
1998,AUG,86.59,GA
1998,SEP,86.98,GA
1998,OCT,87.48,GA
1998,NOV,87.88,GA
1998,DEC,88.17,GA
1999,JAN,88.55,GA
1999,FEB,89.08,GA
1999,MAR,89.75,GA
1999,ARP,90.46,GA
1999,MAY,91.22,GA
1999,JUN,91.93,GA
1999,JUL,92.76,GA
1999,AUG,93.43,GA
1999,SEP,93.64,GA
1999,OCT,94.02,GA
1999,NOV,94.47,GA
1999,DEC,94.76,GA
2000,JAN,94.99,GA
2000,FEB,95.43,GA
2000,MAR,96.46,GA
2000,ARP,97.61,GA
2000,MAY,98.39,GA
2000,JUN,98.81,GA
2000,JUL,99.12,GA
2000,AUG,99.39,GA
2000,SEP,99.6,GA
2000,OCT,99.81,GA
2000,NOV,99.95,GA
2000,DEC,100,GA
2001,JAN,100.16,GA
2001,FEB,100.75,GA
2001,MAR,101.52,GA
2001,ARP,102.22,GA
2001,MAY,102.88,GA
2001,JUN,103.43,GA
2001,JUL,103.84,GA
2001,AUG,104.11,GA
2001,SEP,104.3,GA
2001,OCT,104.45,GA
2001,NOV,104.63,GA
2001,DEC,104.92,GA
2002,JAN,105.4,GA
2002,FEB,105.84,GA
2002,MAR,106.16,GA
2002,ARP,106.55,GA
2002,MAY,107.02,GA
2002,JUN,107.65,GA
2002,JUL,108.17,GA
2002,AUG,108.24,GA
2002,SEP,108.36,GA
2002,OCT,108.69,GA
2002,NOV,108.74,GA
2002,DEC,108.55,GA
2003,JAN,108.44,GA
2003,FEB,108.8,GA
2003,MAR,109.55,GA
2003,ARP,110.2,GA
2003,MAY,110.59,GA
2003,JUN,111.06,GA
2003,JUL,111.61,GA
2003,AUG,111.87,GA
2003,SEP,111.94,GA
2003,OCT,112.02,GA
2003,NOV,112.17,GA
2003,DEC,112.17,GA
2004,JAN,111.95,GA
2004,FEB,112,GA
2004,MAR,112.76,GA
2004,ARP,113.93,GA
2004,MAY,115.05,GA
2004,JUN,115.84,GA
2004,JUL,116.31,GA
2004,AUG,116.76,GA
2004,SEP,117.14,GA
2004,OCT,117.26,GA
2004,NOV,117.15,GA
2004,DEC,117.07,GA
2005,JAN,117.29,GA
2005,FEB,117.88,GA
2005,MAR,118.79,GA
2005,ARP,119.78,GA
2005,MAY,120.81,GA
2005,JUN,121.8,GA
2005,JUL,122.4,GA
2005,AUG,122.94,GA
2005,SEP,123.46,GA
2005,OCT,123.98,GA
2005,NOV,124.57,GA
2005,DEC,124.6,GA
2006,JAN,124.37,GA
2006,FEB,124.86,GA
2006,MAR,125.91,GA
2006,ARP,127.12,GA
2006,MAY,128.23,GA
2006,JUN,128.92,GA
2006,JUL,128.99,GA
2006,AUG,128.79,GA
2006,SEP,128.84,GA
2006,OCT,128.93,GA
2006,NOV,128.82,GA
2006,DEC,128.86,GA
2007,JAN,128.99,GA
2007,FEB,129.17,GA
2007,MAR,129.7,GA
2007,ARP,130.44,GA
2007,MAY,131.22,GA
2007,JUN,131.59,GA
2007,JUL,131.26,GA
2007,AUG,130.5,GA
2007,SEP,129.43,GA
2007,OCT,128.12,GA
2007,NOV,126.77,GA
2007,DEC,125.32,GA
2008,JAN,124.05,GA
2008,FEB,123.4,GA
2008,MAR,122.94,GA
2008,ARP,122.39,GA
2008,MAY,122.28,GA
2008,JUN,122.27,GA
2008,JUL,121.56,GA
2008,AUG,120.04,GA
2008,SEP,117.73,GA
2008,OCT,115.01,GA
2008,NOV,112.3,GA
2008,DEC,110.03,GA
2009,JAN,108.6,GA
2009,FEB,107.66,GA
2009,MAR,106.95,GA
2009,ARP,106.98,GA
2009,MAY,107.84,GA
2009,JUN,108.66,GA
2009,JUL,108.68,GA
2009,AUG,108.07,GA
2009,SEP,107.26,GA
2009,OCT,106.18,GA
2009,NOV,104.69,GA
2009,DEC,103.31,GA
2010,JAN,102.65,GA
2010,FEB,102.54,GA
2010,MAR,102.61,GA
2010,ARP,102.85,GA
2010,MAY,103.08,GA
2010,JUN,102.67,GA
2010,JUL,101.38,GA
2010,AUG,99.59,GA
2010,SEP,97.49,GA
2010,OCT,95.5,GA
2010,NOV,94.3,GA
2010,DEC,93.55,GA
2011,JAN,92.94,GA
2011,FEB,92.6,GA
2011,MAR,92.51,GA
2011,ARP,92.54,GA
2011,MAY,92.6,GA
2011,JUN,92.58,GA
2011,JUL,92.44,GA
2011,AUG,92.1,GA
2011,SEP,91.39,GA
2011,OCT,90.25,GA
2011,NOV,89.11,GA
2011,DEC,88.12,GA
2012,JAN,87.4,GA
2012,FEB,87.65,GA
2012,MAR,89.1,GA
2012,ARP,91.15,GA
2012,MAY,92.95,GA
2012,JUN,94.2,GA
2012,JUL,95.06,GA
2012,AUG,95.48,GA
2012,SEP,95.52,GA
2012,OCT,95.72,GA
2012,NOV,96.09,GA
2012,DEC,96.33,GA
2013,JAN,96.71,GA
2013,FEB,97.78,GA
2013,MAR,99.57,GA
2013,ARP,101.86,GA
2013,MAY,104.37,GA
2013,JUN,106.41,GA
2013,JUL,107.47,GA
2013,AUG,108.06,GA
2013,SEP,108.71,GA
2013,OCT,109.31,GA
2013,NOV,109.57,GA
2013,DEC,109.54,GA
2014,JAN,109.47,GA
2014,FEB,109.73,GA
2014,MAR,110.88,GA
2014,ARP,112.49,GA
2014,MAY,113.9,GA
2014,JUN,115.21,GA
2014,JUL,116.02,GA
2014,AUG,116.18,GA
2014,SEP,116.13,GA
2014,OCT,116.13,GA
2014,NOV,115.94,GA
2014,DEC,115.65,GA
2015,JAN,115.97,GA
2015,FEB,116.95,GA
2015,MAR,118.51,GA
2015,ARP,120.27,GA
2015,MAY,121.76,GA
2015,JUN,122.81,GA
2015,JUL,123.33,GA
2015,AUG,123.58,GA
2015,SEP,123.86,GA
2015,OCT,124.12,GA
2015,NOV,124.19,GA
2015,DEC,124.3,GA
2016,JAN,124.64,GA
2016,FEB,125.36,GA
2016,MAR,126.79,GA
2016,ARP,128.92,GA
2016,MAY,130.84,GA
2016,JUN,131.89,GA
2016,JUL,132.49,GA
2016,AUG,132.67,GA
2016,SEP,132.67,GA
2016,OCT,132.77,GA
2016,NOV,132.77,GA
2016,DEC,132.75,GA
2017,JAN,133.1,GA
2017,FEB,134.08,GA
2017,MAR,135.79,GA
2017,ARP,138.03,GA
2017,MAY,139.95,GA
2017,JUN,141.04,GA
2017,JUL,141.67,GA
2017,AUG,141.98,GA
2017,SEP,141.95,GA
2017,OCT,142.18,GA
2017,NOV,143.06,GA
2017,DEC,143.59,GA
1975,JAN,26.82,HI
1975,FEB,26.75,HI
1975,MAR,26.73,HI
1975,ARP,26.78,HI
1975,MAY,26.9,HI
1975,JUN,27.04,HI
1975,JUL,27.16,HI
1975,AUG,27.25,HI
1975,SEP,27.3,HI
1975,OCT,27.33,HI
1975,NOV,27.33,HI
1975,DEC,27.31,HI
1976,JAN,27.29,HI
1976,FEB,27.29,HI
1976,MAR,27.29,HI
1976,ARP,27.28,HI
1976,MAY,27.27,HI
1976,JUN,27.31,HI
1976,JUL,27.46,HI
1976,AUG,27.7,HI
1976,SEP,27.95,HI
1976,OCT,28.13,HI
1976,NOV,28.2,HI
1976,DEC,28.19,HI
1977,JAN,28.12,HI
1977,FEB,28.02,HI
1977,MAR,27.92,HI
1977,ARP,27.92,HI
1977,MAY,28.03,HI
1977,JUN,28.23,HI
1977,JUL,28.48,HI
1977,AUG,28.76,HI
1977,SEP,29.06,HI
1977,OCT,29.4,HI
1977,NOV,29.8,HI
1977,DEC,30.28,HI
1978,JAN,30.76,HI
1978,FEB,31.12,HI
1978,MAR,31.34,HI
1978,ARP,31.5,HI
1978,MAY,31.72,HI
1978,JUN,32.05,HI
1978,JUL,32.45,HI
1978,AUG,32.97,HI
1978,SEP,33.65,HI
1978,OCT,34.48,HI
1978,NOV,35.27,HI
1978,DEC,35.99,HI
1979,JAN,36.8,HI
1979,FEB,37.75,HI
1979,MAR,38.79,HI
1979,ARP,39.82,HI
1979,MAY,40.81,HI
1979,JUN,41.67,HI
1979,JUL,42.32,HI
1979,AUG,42.94,HI
1979,SEP,43.66,HI
1979,OCT,44.41,HI
1979,NOV,45.14,HI
1979,DEC,45.85,HI
1980,JAN,46.53,HI
1980,FEB,47.16,HI
1980,MAR,47.75,HI
1980,ARP,48.33,HI
1980,MAY,48.89,HI
1980,JUN,49.46,HI
1980,JUL,50.07,HI
1980,AUG,50.72,HI
1980,SEP,51.26,HI
1980,OCT,51.58,HI
1980,NOV,51.66,HI
1980,DEC,51.52,HI
1981,JAN,51.17,HI
1981,FEB,50.58,HI
1981,MAR,49.72,HI
1981,ARP,48.41,HI
1981,MAY,46.48,HI
1981,JUN,43.78,HI
1981,JUL,40.37,HI
1981,AUG,36.64,HI
1981,SEP,33.17,HI
1981,OCT,30.74,HI
1981,NOV,30.33,HI
1981,DEC,31.84,HI
1982,JAN,34.32,HI
1982,FEB,37.19,HI
1982,MAR,40.05,HI
1982,ARP,42.61,HI
1982,MAY,44.75,HI
1982,JUN,46.42,HI
1982,JUL,47.61,HI
1982,AUG,48.34,HI
1982,SEP,48.67,HI
1982,OCT,48.72,HI
1982,NOV,48.67,HI
1982,DEC,48.69,HI
1983,JAN,48.88,HI
1983,FEB,49.26,HI
1983,MAR,49.83,HI
1983,ARP,50.49,HI
1983,MAY,51.12,HI
1983,JUN,51.63,HI
1983,JUL,51.93,HI
1983,AUG,52.04,HI
1983,SEP,52.01,HI
1983,OCT,51.92,HI
1983,NOV,51.87,HI
1983,DEC,51.9,HI
1984,JAN,51.97,HI
1984,FEB,52.05,HI
1984,MAR,52.11,HI
1984,ARP,52.15,HI
1984,MAY,52.18,HI
1984,JUN,52.18,HI
1984,JUL,52.13,HI
1984,AUG,52.06,HI
1984,SEP,51.96,HI
1984,OCT,51.86,HI
1984,NOV,51.89,HI
1984,DEC,52.05,HI
1985,JAN,52.21,HI
1985,FEB,52.24,HI
1985,MAR,52.17,HI
1985,ARP,52.02,HI
1985,MAY,51.86,HI
1985,JUN,51.76,HI
1985,JUL,51.78,HI
1985,AUG,52.03,HI
1985,SEP,52.43,HI
1985,OCT,52.84,HI
1985,NOV,53.18,HI
1985,DEC,53.45,HI
1986,JAN,53.75,HI
1986,FEB,54.14,HI
1986,MAR,54.53,HI
1986,ARP,54.77,HI
1986,MAY,54.82,HI
1986,JUN,54.8,HI
1986,JUL,54.77,HI
1986,AUG,54.87,HI
1986,SEP,55.23,HI
1986,OCT,55.8,HI
1986,NOV,56.34,HI
1986,DEC,56.71,HI
1987,JAN,56.99,HI
1987,FEB,57.35,HI
1987,MAR,57.75,HI
1987,ARP,58.1,HI
1987,MAY,58.47,HI
1987,JUN,58.98,HI
1987,JUL,59.56,HI
1987,AUG,60.14,HI
1987,SEP,60.78,HI
1987,OCT,61.43,HI
1987,NOV,62.04,HI
1987,DEC,62.63,HI
1988,JAN,63.29,HI
1988,FEB,64.06,HI
1988,MAR,64.95,HI
1988,ARP,66,HI
1988,MAY,67.11,HI
1988,JUN,68.13,HI
1988,JUL,69.13,HI
1988,AUG,70.28,HI
1988,SEP,71.46,HI
1988,OCT,72.55,HI
1988,NOV,73.67,HI
1988,DEC,74.87,HI
1989,JAN,76.1,HI
1989,FEB,77.4,HI
1989,MAR,78.88,HI
1989,ARP,80.57,HI
1989,MAY,82.36,HI
1989,JUN,84.17,HI
1989,JUL,85.98,HI
1989,AUG,87.65,HI
1989,SEP,89.06,HI
1989,OCT,90.3,HI
1989,NOV,91.61,HI
1989,DEC,93.29,HI
1990,JAN,95.51,HI
1990,FEB,98.07,HI
1990,MAR,100.75,HI
1990,ARP,103.52,HI
1990,MAY,106.15,HI
1990,JUN,108.29,HI
1990,JUL,109.85,HI
1990,AUG,111.2,HI
1990,SEP,112.69,HI
1990,OCT,113.93,HI
1990,NOV,114.55,HI
1990,DEC,114.64,HI
1991,JAN,114.5,HI
1991,FEB,114.43,HI
1991,MAR,114.49,HI
1991,ARP,114.84,HI
1991,MAY,115.5,HI
1991,JUN,116.26,HI
1991,JUL,116.96,HI
1991,AUG,117.35,HI
1991,SEP,117.54,HI
1991,OCT,117.94,HI
1991,NOV,118.54,HI
1991,DEC,118.68,HI
1992,JAN,117.92,HI
1992,FEB,116.63,HI
1992,MAR,115.49,HI
1992,ARP,114.94,HI
1992,MAY,114.78,HI
1992,JUN,114.72,HI
1992,JUL,114.69,HI
1992,AUG,114.69,HI
1992,SEP,114.73,HI
1992,OCT,114.77,HI
1992,NOV,114.9,HI
1992,DEC,115.22,HI
1993,JAN,115.49,HI
1993,FEB,115.59,HI
1993,MAR,115.49,HI
1993,ARP,115.2,HI
1993,MAY,114.98,HI
1993,JUN,114.81,HI
1993,JUL,114.44,HI
1993,AUG,114.11,HI
1993,SEP,113.98,HI
1993,OCT,114.03,HI
1993,NOV,114.34,HI
1993,DEC,114.83,HI
1994,JAN,115.14,HI
1994,FEB,115.28,HI
1994,MAR,115.23,HI
1994,ARP,115.13,HI
1994,MAY,115.04,HI
1994,JUN,115.04,HI
1994,JUL,115.17,HI
1994,AUG,115.05,HI
1994,SEP,114.37,HI
1994,OCT,113.29,HI
1994,NOV,112.16,HI
1994,DEC,111.41,HI
1995,JAN,111.25,HI
1995,FEB,111.46,HI
1995,MAR,111.71,HI
1995,ARP,111.7,HI
1995,MAY,111.1,HI
1995,JUN,110.06,HI
1995,JUL,108.97,HI
1995,AUG,108.07,HI
1995,SEP,107.48,HI
1995,OCT,107.14,HI
1995,NOV,106.74,HI
1995,DEC,106.2,HI
1996,JAN,105.81,HI
1996,FEB,105.7,HI
1996,MAR,105.57,HI
1996,ARP,105.27,HI
1996,MAY,104.86,HI
1996,JUN,104.47,HI
1996,JUL,104.24,HI
1996,AUG,103.97,HI
1996,SEP,103.49,HI
1996,OCT,102.79,HI
1996,NOV,101.98,HI
1996,DEC,101.09,HI
1997,JAN,100.13,HI
1997,FEB,99.11,HI
1997,MAR,98.13,HI
1997,ARP,97.33,HI
1997,MAY,96.77,HI
1997,JUN,96.4,HI
1997,JUL,96.15,HI
1997,AUG,95.88,HI
1997,SEP,95.45,HI
1997,OCT,94.92,HI
1997,NOV,94.3,HI
1997,DEC,93.65,HI
1998,JAN,93.28,HI
1998,FEB,93.31,HI
1998,MAR,93.54,HI
1998,ARP,93.84,HI
1998,MAY,94.14,HI
1998,JUN,94.34,HI
1998,JUL,94.35,HI
1998,AUG,94.04,HI
1998,SEP,93.33,HI
1998,OCT,92.44,HI
1998,NOV,91.87,HI
1998,DEC,91.97,HI
1999,JAN,92.55,HI
1999,FEB,93.22,HI
1999,MAR,93.74,HI
1999,ARP,94.1,HI
1999,MAY,94.08,HI
1999,JUN,93.61,HI
1999,JUL,93.11,HI
1999,AUG,92.99,HI
1999,SEP,93.32,HI
1999,OCT,93.92,HI
1999,NOV,94.63,HI
1999,DEC,95.46,HI
2000,JAN,96.16,HI
2000,FEB,96.54,HI
2000,MAR,96.74,HI
2000,ARP,96.84,HI
2000,MAY,96.96,HI
2000,JUN,97.16,HI
2000,JUL,97.43,HI
2000,AUG,97.9,HI
2000,SEP,98.59,HI
2000,OCT,99.26,HI
2000,NOV,99.72,HI
2000,DEC,100,HI
2001,JAN,100.39,HI
2001,FEB,101.32,HI
2001,MAR,102.84,HI
2001,ARP,104.4,HI
2001,MAY,105.45,HI
2001,JUN,105.78,HI
2001,JUL,105.8,HI
2001,AUG,106.07,HI
2001,SEP,106.69,HI
2001,OCT,107.48,HI
2001,NOV,108.22,HI
2001,DEC,108.77,HI
2002,JAN,109.02,HI
2002,FEB,109.24,HI
2002,MAR,109.83,HI
2002,ARP,110.87,HI
2002,MAY,112.14,HI
2002,JUN,113.7,HI
2002,JUL,115.59,HI
2002,AUG,117.33,HI
2002,SEP,118.89,HI
2002,OCT,120.34,HI
2002,NOV,121.62,HI
2002,DEC,122.87,HI
2003,JAN,124.07,HI
2003,FEB,125.11,HI
2003,MAR,126.05,HI
2003,ARP,127.25,HI
2003,MAY,129.06,HI
2003,JUN,131.37,HI
2003,JUL,133.99,HI
2003,AUG,136.47,HI
2003,SEP,138.45,HI
2003,OCT,140.25,HI
2003,NOV,142.17,HI
2003,DEC,144.2,HI
2004,JAN,146.48,HI
2004,FEB,149.37,HI
2004,MAR,152.71,HI
2004,ARP,156.27,HI
2004,MAY,160.17,HI
2004,JUN,164.12,HI
2004,JUL,167.57,HI
2004,AUG,170.36,HI
2004,SEP,172.62,HI
2004,OCT,174.5,HI
2004,NOV,176.22,HI
2004,DEC,177.89,HI
2005,JAN,179.75,HI
2005,FEB,182.22,HI
2005,MAR,185.69,HI
2005,ARP,190.08,HI
2005,MAY,194.86,HI
2005,JUN,199.41,HI
2005,JUL,203.25,HI
2005,AUG,206.22,HI
2005,SEP,208.93,HI
2005,OCT,211.95,HI
2005,NOV,214.98,HI
2005,DEC,217.62,HI
2006,JAN,219.72,HI
2006,FEB,221.26,HI
2006,MAR,222.49,HI
2006,ARP,223.69,HI
2006,MAY,224.73,HI
2006,JUN,225.15,HI
2006,JUL,224.86,HI
2006,AUG,224.18,HI
2006,SEP,222.98,HI
2006,OCT,221.39,HI
2006,NOV,220.34,HI
2006,DEC,220.43,HI
2007,JAN,221.53,HI
2007,FEB,222.96,HI
2007,MAR,224.09,HI
2007,ARP,224.78,HI
2007,MAY,225.22,HI
2007,JUN,225.46,HI
2007,JUL,225.71,HI
2007,AUG,225.93,HI
2007,SEP,225.69,HI
2007,OCT,225.12,HI
2007,NOV,224.23,HI
2007,DEC,222.72,HI
2008,JAN,220.89,HI
2008,FEB,219.58,HI
2008,MAR,218.82,HI
2008,ARP,218.2,HI
2008,MAY,217.28,HI
2008,JUN,216.07,HI
2008,JUL,214.96,HI
2008,AUG,213.34,HI
2008,SEP,210.62,HI
2008,OCT,207.04,HI
2008,NOV,203.29,HI
2008,DEC,199.96,HI
2009,JAN,197.72,HI
2009,FEB,196.74,HI
2009,MAR,196.2,HI
2009,ARP,195.32,HI
2009,MAY,193.98,HI
2009,JUN,192.68,HI
2009,JUL,191.98,HI
2009,AUG,191.83,HI
2009,SEP,191.76,HI
2009,OCT,191.43,HI
2009,NOV,191.13,HI
2009,DEC,191.14,HI
2010,JAN,191.49,HI
2010,FEB,192.19,HI
2010,MAR,192.89,HI
2010,ARP,193.32,HI
2010,MAY,193.19,HI
2010,JUN,192.56,HI
2010,JUL,191.73,HI
2010,AUG,191.12,HI
2010,SEP,190.91,HI
2010,OCT,190.87,HI
2010,NOV,190.75,HI
2010,DEC,190.31,HI
2011,JAN,189.83,HI
2011,FEB,189.65,HI
2011,MAR,189.61,HI
2011,ARP,189.68,HI
2011,MAY,189.67,HI
2011,JUN,189.44,HI
2011,JUL,189.1,HI
2011,AUG,188.52,HI
2011,SEP,187.64,HI
2011,OCT,186.92,HI
2011,NOV,186.79,HI
2011,DEC,187.24,HI
2012,JAN,188.19,HI
