YR,MONTH,HPI,STATE
1992,MAY,83.72,MD
1992,JUN,83.26,MD
1992,JUL,83.48,MD
1992,AUG,84.15,MD
1992,SEP,84.72,MD
1992,OCT,84.82,MD
1992,NOV,84.49,MD
1992,DEC,83.86,MD
1993,JAN,83.18,MD
1993,FEB,82.9,MD
1993,MAR,83.28,MD
1993,ARP,83.9,MD
1993,MAY,84.23,MD
1993,JUN,84.16,MD
1993,JUL,83.98,MD
1993,AUG,83.96,MD
1993,SEP,83.85,MD
1993,OCT,83.69,MD
1993,NOV,83.59,MD
1993,DEC,83.41,MD
1994,JAN,83.25,MD
1994,FEB,83.3,MD
1994,MAR,83.69,MD
1994,ARP,84.16,MD
1994,MAY,84.52,MD
1994,JUN,84.82,MD
1994,JUL,84.85,MD
1994,AUG,84.56,MD
1994,SEP,84.32,MD
1994,OCT,84.38,MD
1994,NOV,84.55,MD
1994,DEC,84.62,MD
1995,JAN,84.46,MD
1995,FEB,84.16,MD
1995,MAR,83.97,MD
1995,ARP,84.06,MD
1995,MAY,84.24,MD
1995,JUN,84.28,MD
1995,JUL,84.29,MD
1995,AUG,84.33,MD
1995,SEP,84.3,MD
1995,OCT,84.35,MD
1995,NOV,84.29,MD
1995,DEC,84.1,MD
1996,JAN,83.95,MD
1996,FEB,83.77,MD
1996,MAR,83.77,MD
1996,ARP,84.27,MD
1996,MAY,85,MD
1996,JUN,85.32,MD
1996,JUL,85.18,MD
1996,AUG,84.96,MD
1996,SEP,84.72,MD
1996,OCT,84.57,MD
1996,NOV,84.52,MD
1996,DEC,84.38,MD
1997,JAN,84.26,MD
1997,FEB,84.39,MD
1997,MAR,84.7,MD
1997,ARP,85.07,MD
1997,MAY,85.47,MD
1997,JUN,85.62,MD
1997,JUL,85.44,MD
1997,AUG,85.09,MD
1997,SEP,84.7,MD
1997,OCT,84.53,MD
1997,NOV,84.68,MD
1997,DEC,84.89,MD
1998,JAN,84.9,MD
1998,FEB,84.97,MD
1998,MAR,85.4,MD
1998,ARP,86.05,MD
1998,MAY,86.67,MD
1998,JUN,87.14,MD
1998,JUL,87.29,MD
1998,AUG,87.15,MD
1998,SEP,87.18,MD
1998,OCT,87.54,MD
1998,NOV,87.73,MD
1998,DEC,87.88,MD
1999,JAN,88.29,MD
1999,FEB,88.6,MD
1999,MAR,88.98,MD
1999,ARP,89.7,MD
1999,MAY,90.45,MD
1999,JUN,91.11,MD
1999,JUL,91.8,MD
1999,AUG,92.44,MD
1999,SEP,92.9,MD
1999,OCT,93.07,MD
1999,NOV,93.02,MD
1999,DEC,93.2,MD
2000,JAN,93.51,MD
2000,FEB,93.86,MD
2000,MAR,94.54,MD
2000,ARP,95.46,MD
2000,MAY,96.51,MD
2000,JUN,97.58,MD
2000,JUL,98.37,MD
2000,AUG,98.61,MD
2000,SEP,98.72,MD
2000,OCT,99.04,MD
2000,NOV,99.48,MD
2000,DEC,100,MD
2001,JAN,100.43,MD
2001,FEB,101.06,MD
2001,MAR,102.12,MD
2001,ARP,103.44,MD
2001,MAY,104.66,MD
2001,JUN,105.6,MD
2001,JUL,106.63,MD
2001,AUG,107.62,MD
2001,SEP,108.4,MD
2001,OCT,109.2,MD
2001,NOV,109.99,MD
2001,DEC,110.49,MD
2002,JAN,110.71,MD
2002,FEB,111.4,MD
2002,MAR,112.99,MD
2002,ARP,115.22,MD
2002,MAY,117.45,MD
2002,JUN,119.37,MD
2002,JUL,120.9,MD
2002,AUG,122.04,MD
2002,SEP,123.26,MD
2002,OCT,124.77,MD
2002,NOV,126.03,MD
2002,DEC,126.61,MD
2003,JAN,126.99,MD
2003,FEB,128.09,MD
2003,MAR,130.02,MD
2003,ARP,132.42,MD
2003,MAY,134.96,MD
2003,JUN,137.53,MD
2003,JUL,139.7,MD
2003,AUG,141.11,MD
2003,SEP,142.47,MD
2003,OCT,144.06,MD
2003,NOV,145.56,MD
2003,DEC,146.61,MD
2004,JAN,147.27,MD
2004,FEB,148.71,MD
2004,MAR,151.59,MD
2004,ARP,155.42,MD
2004,MAY,159.58,MD
2004,JUN,163.4,MD
2004,JUL,166.3,MD
2004,AUG,168.06,MD
2004,SEP,169.39,MD
2004,OCT,171.23,MD
2004,NOV,172.95,MD
2004,DEC,174.26,MD
2005,JAN,176.17,MD
2005,FEB,179.15,MD
2005,MAR,183.1,MD
2005,ARP,187.61,MD
2005,MAY,191.86,MD
2005,JUN,195.54,MD
2005,JUL,198.62,MD
2005,AUG,201.01,MD
2005,SEP,202.64,MD
2005,OCT,203.53,MD
2005,NOV,204.09,MD
2005,DEC,204.46,MD
2006,JAN,204.87,MD
2006,FEB,206.08,MD
2006,MAR,208.03,MD
2006,ARP,209.83,MD
2006,MAY,211.48,MD
2006,JUN,212.65,MD
2006,JUL,212.46,MD
2006,AUG,211.2,MD
2006,SEP,209.51,MD
2006,OCT,208.14,MD
2006,NOV,207.46,MD
2006,DEC,207.23,MD
2007,JAN,207.48,MD
2007,FEB,208.09,MD
2007,MAR,208.98,MD
2007,ARP,210.04,MD
2007,MAY,210.68,MD
2007,JUN,210.22,MD
2007,JUL,209.03,MD
2007,AUG,207.42,MD
2007,SEP,205.02,MD
2007,OCT,202.36,MD
2007,NOV,199.99,MD
2007,DEC,197.73,MD
2008,JAN,195.31,MD
2008,FEB,193.1,MD
2008,MAR,191.59,MD
2008,ARP,190.37,MD
2008,MAY,189.3,MD
2008,JUN,188.43,MD
2008,JUL,187.01,MD
2008,AUG,184.89,MD
2008,SEP,182.19,MD
2008,OCT,178.9,MD
2008,NOV,175.33,MD
2008,DEC,171.97,MD
2009,JAN,169.47,MD
2009,FEB,168.22,MD
2009,MAR,167.92,MD
2009,ARP,168.24,MD
2009,MAY,168.89,MD
2009,JUN,169.58,MD
2009,JUL,169.86,MD
2009,AUG,169.26,MD
2009,SEP,167.89,MD
2009,OCT,166.5,MD
2009,NOV,165.37,MD
2009,DEC,163.7,MD
2010,JAN,162.1,MD
2010,FEB,161.85,MD
2010,MAR,162.92,MD
2010,ARP,164.63,MD
2010,MAY,165.73,MD
2010,JUN,165.33,MD
2010,JUL,163.57,MD
2010,AUG,161.56,MD
2010,SEP,160.33,MD
2010,OCT,159.6,MD
2010,NOV,158.63,MD
2010,DEC,157.19,MD
2011,JAN,155.7,MD
2011,FEB,154.85,MD
2011,MAR,155.15,MD
2011,ARP,156.13,MD
2011,MAY,156.92,MD
2011,JUN,157.23,MD
2011,JUL,157.03,MD
2011,AUG,156.52,MD
2011,SEP,155.93,MD
2011,OCT,154.94,MD
2011,NOV,153.57,MD
2011,DEC,152.24,MD
2012,JAN,151.16,MD
2012,FEB,150.88,MD
2012,MAR,152.11,MD
2012,ARP,154.59,MD
2012,MAY,156.98,MD
2012,JUN,158.41,MD
2012,JUL,159,MD
2012,AUG,159.11,MD
2012,SEP,159.03,MD
2012,OCT,158.86,MD
2012,NOV,158.69,MD
2012,DEC,158.66,MD
2013,JAN,158.88,MD
2013,FEB,159.62,MD
2013,MAR,161.3,MD
2013,ARP,163.91,MD
2013,MAY,166.53,MD
2013,JUN,168.31,MD
2013,JUL,169.06,MD
2013,AUG,168.89,MD
2013,SEP,168.69,MD
2013,OCT,168.56,MD
2013,NOV,167.93,MD
2013,DEC,167.05,MD
2014,JAN,166.55,MD
2014,FEB,166.79,MD
2014,MAR,167.85,MD
2014,ARP,169.78,MD
2014,MAY,171.82,MD
2014,JUN,172.68,MD
2014,JUL,172.09,MD
2014,AUG,171.01,MD
2014,SEP,170.57,MD
2014,OCT,170.52,MD
2014,NOV,169.72,MD
2014,DEC,168.2,MD
2015,JAN,167.22,MD
2015,FEB,167.88,MD
2015,MAR,169.66,MD
2015,ARP,171.69,MD
2015,MAY,173.73,MD
2015,JUN,174.91,MD
2015,JUL,175.06,MD
2015,AUG,174.48,MD
2015,SEP,173.38,MD
2015,OCT,172.57,MD
2015,NOV,172.19,MD
2015,DEC,171.55,MD
2016,JAN,171.03,MD
2016,FEB,171.45,MD
2016,MAR,173.03,MD
2016,ARP,175.54,MD
2016,MAY,178.02,MD
2016,JUN,179.39,MD
2016,JUL,179.44,MD
2016,AUG,179.21,MD
2016,SEP,179.45,MD
2016,OCT,179.58,MD
2016,NOV,178.98,MD
2016,DEC,177.98,MD
2017,JAN,177.43,MD
2017,FEB,178.18,MD
2017,MAR,180.43,MD
2017,ARP,183.23,MD
2017,MAY,185.68,MD
2017,JUN,187.74,MD
2017,JUL,189.02,MD
2017,AUG,189.3,MD
2017,SEP,189.1,MD
2017,OCT,188.55,MD
2017,NOV,187.46,MD
2017,DEC,186.15,MD
1975,JAN,27.92,ME
1975,FEB,27.74,ME
1975,MAR,27.6,ME
1975,ARP,27.52,ME
1975,MAY,27.54,ME
1975,JUN,27.68,ME
1975,JUL,27.93,ME
1975,AUG,28.26,ME
1975,SEP,28.6,ME
1975,OCT,28.86,ME
1975,NOV,28.99,ME
1975,DEC,28.98,ME
1976,JAN,28.89,ME
1976,FEB,28.78,ME
1976,MAR,28.68,ME
1976,ARP,28.59,ME
1976,MAY,28.45,ME
1976,JUN,28.24,ME
1976,JUL,28,ME
1976,AUG,27.76,ME
1976,SEP,27.6,ME
1976,OCT,27.56,ME
1976,NOV,27.67,ME
1976,DEC,27.89,ME
1977,JAN,28.15,ME
1977,FEB,28.39,ME
1977,MAR,28.61,ME
1977,ARP,28.87,ME
1977,MAY,29.23,ME
1977,JUN,29.72,ME
1977,JUL,30.27,ME
1977,AUG,30.82,ME
1977,SEP,31.31,ME
1977,OCT,31.72,ME
1977,NOV,32.03,ME
1977,DEC,32.28,ME
1978,JAN,32.51,ME
1978,FEB,32.75,ME
1978,MAR,32.99,ME
1978,ARP,33.3,ME
1978,MAY,33.76,ME
1978,JUN,34.32,ME
1978,JUL,34.97,ME
1978,AUG,35.69,ME
1978,SEP,36.43,ME
1978,OCT,37.08,ME
1978,NOV,37.57,ME
1978,DEC,37.89,ME
1979,JAN,38.04,ME
1979,FEB,38,ME
1979,MAR,37.79,ME
1979,ARP,37.43,ME
1979,MAY,36.94,ME
1979,JUN,36.48,ME
1979,JUL,36.22,ME
1979,AUG,36.17,ME
1979,SEP,36.22,ME
1979,OCT,36.27,ME
1979,NOV,36.3,ME
1979,DEC,36.33,ME
1980,JAN,36.4,ME
1980,FEB,36.52,ME
1980,MAR,36.69,ME
1980,ARP,36.9,ME
1980,MAY,37.15,ME
1980,JUN,37.44,ME
1980,JUL,37.75,ME
1980,AUG,37.99,ME
1980,SEP,38.11,ME
1980,OCT,38.09,ME
1980,NOV,38,ME
1980,DEC,37.92,ME
1981,JAN,37.95,ME
1981,FEB,38.11,ME
1981,MAR,38.37,ME
1981,ARP,38.67,ME
1981,MAY,39,ME
1981,JUN,39.35,ME
1981,JUL,39.73,ME
1981,AUG,40.14,ME
1981,SEP,40.54,ME
1981,OCT,40.84,ME
1981,NOV,41,ME
1981,DEC,40.99,ME
1982,JAN,40.85,ME
1982,FEB,40.59,ME
1982,MAR,40.24,ME
1982,ARP,39.82,ME
1982,MAY,39.39,ME
1982,JUN,38.99,ME
1982,JUL,38.7,ME
1982,AUG,38.57,ME
1982,SEP,38.57,ME
1982,OCT,38.66,ME
1982,NOV,38.83,ME
1982,DEC,39.1,ME
1983,JAN,39.48,ME
1983,FEB,39.97,ME
1983,MAR,40.53,ME
1983,ARP,41.14,ME
1983,MAY,41.73,ME
1983,JUN,42.27,ME
1983,JUL,42.78,ME
1983,AUG,43.28,ME
1983,SEP,43.81,ME
1983,OCT,44.35,ME
1983,NOV,44.86,ME
1983,DEC,45.34,ME
1984,JAN,45.82,ME
1984,FEB,46.34,ME
1984,MAR,46.9,ME
1984,ARP,47.54,ME
1984,MAY,48.26,ME
1984,JUN,48.93,ME
1984,JUL,49.4,ME
1984,AUG,49.65,ME
1984,SEP,49.75,ME
1984,OCT,49.8,ME
1984,NOV,49.86,ME
1984,DEC,50.03,ME
1985,JAN,50.34,ME
1985,FEB,50.82,ME
1985,MAR,51.41,ME
1985,ARP,52.07,ME
1985,MAY,52.75,ME
1985,JUN,53.4,ME
1985,JUL,54.01,ME
1985,AUG,54.67,ME
1985,SEP,55.48,ME
1985,OCT,56.39,ME
1985,NOV,57.21,ME
1985,DEC,57.81,ME
1986,JAN,58.23,ME
1986,FEB,58.57,ME
1986,MAR,58.92,ME
1986,ARP,59.39,ME
1986,MAY,60.03,ME
1986,JUN,60.83,ME
1986,JUL,61.75,ME
1986,AUG,62.65,ME
1986,SEP,63.53,ME
1986,OCT,64.43,ME
1986,NOV,65.34,ME
1986,DEC,66.26,ME
1987,JAN,67.18,ME
1987,FEB,68.04,ME
1987,MAR,68.93,ME
1987,ARP,69.93,ME
1987,MAY,70.98,ME
1987,JUN,72.01,ME
1987,JUL,72.98,ME
1987,AUG,73.86,ME
1987,SEP,74.75,ME
1987,OCT,75.65,ME
1987,NOV,76.54,ME
1987,DEC,77.32,ME
1988,JAN,77.92,ME
1988,FEB,78.42,ME
1988,MAR,79.01,ME
1988,ARP,79.81,ME
1988,MAY,80.65,ME
1988,JUN,81.42,ME
1988,JUL,82.06,ME
1988,AUG,82.52,ME
1988,SEP,82.85,ME
1988,OCT,83.06,ME
1988,NOV,83.2,ME
1988,DEC,83.34,ME
1989,JAN,83.53,ME
1989,FEB,83.78,ME
1989,MAR,84.02,ME
1989,ARP,84.29,ME
1989,MAY,84.6,ME
1989,JUN,84.88,ME
1989,JUL,85.2,ME
1989,AUG,85.58,ME
1989,SEP,85.85,ME
1989,OCT,85.95,ME
1989,NOV,85.91,ME
1989,DEC,85.76,ME
1990,JAN,85.52,ME
1990,FEB,85.21,ME
1990,MAR,84.76,ME
1990,ARP,84.12,ME
1990,MAY,83.45,ME
1990,JUN,82.94,ME
1990,JUL,82.72,ME
1990,AUG,82.69,ME
1990,SEP,82.62,ME
1990,OCT,82.27,ME
1990,NOV,81.62,ME
1990,DEC,80.96,ME
1991,JAN,80.41,ME
1991,FEB,79.97,ME
1991,MAR,79.76,ME
1991,ARP,79.73,ME
1991,MAY,79.73,ME
1991,JUN,79.64,ME
1991,JUL,79.5,ME
1991,AUG,79.37,ME
1991,SEP,79.19,ME
1991,OCT,78.89,ME
1991,NOV,78.66,ME
1991,DEC,78.69,ME
1992,JAN,78.88,ME
1992,FEB,79.01,ME
1992,MAR,78.9,ME
1992,ARP,78.51,ME
1992,MAY,78.07,ME
1992,JUN,77.85,ME
1992,JUL,77.9,ME
1992,AUG,78.11,ME
1992,SEP,78.28,ME
1992,OCT,78.21,ME
1992,NOV,77.8,ME
1992,DEC,77.08,ME
1993,JAN,76.21,ME
1993,FEB,75.51,ME
1993,MAR,75.33,ME
1993,ARP,75.59,ME
1993,MAY,75.96,ME
1993,JUN,76.09,ME
1993,JUL,75.92,ME
1993,AUG,75.66,ME
1993,SEP,75.53,ME
1993,OCT,75.6,ME
1993,NOV,75.67,ME
1993,DEC,75.51,ME
1994,JAN,75.26,ME
1994,FEB,75.1,ME
1994,MAR,75.05,ME
1994,ARP,75.13,ME
1994,MAY,75.37,ME
1994,JUN,75.69,ME
1994,JUL,76.02,ME
1994,AUG,76.16,ME
1994,SEP,75.9,ME
1994,OCT,75.36,ME
1994,NOV,74.82,ME
1994,DEC,74.45,ME
1995,JAN,74.28,ME
1995,FEB,74.3,ME
1995,MAR,74.55,ME
1995,ARP,75.03,ME
1995,MAY,75.61,ME
1995,JUN,76.13,ME
1995,JUL,76.45,ME
1995,AUG,76.52,ME
1995,SEP,76.33,ME
1995,OCT,75.97,ME
1995,NOV,75.68,ME
1995,DEC,75.69,ME
1996,JAN,75.93,ME
1996,FEB,76.19,ME
1996,MAR,76.42,ME
1996,ARP,76.75,ME
1996,MAY,77.2,ME
1996,JUN,77.68,ME
1996,JUL,78.11,ME
1996,AUG,78.4,ME
1996,SEP,78.58,ME
1996,OCT,78.63,ME
1996,NOV,78.48,ME
1996,DEC,78.23,ME
1997,JAN,78.03,ME
1997,FEB,77.98,ME
1997,MAR,78.2,ME
1997,ARP,78.65,ME
1997,MAY,79.3,ME
1997,JUN,80,ME
1997,JUL,80.41,ME
1997,AUG,80.35,ME
1997,SEP,80.02,ME
1997,OCT,79.88,ME
1997,NOV,80.03,ME
1997,DEC,80.3,ME
1998,JAN,80.65,ME
1998,FEB,81.17,ME
1998,MAR,81.76,ME
1998,ARP,82.34,ME
1998,MAY,82.95,ME
1998,JUN,83.61,ME
1998,JUL,84.17,ME
1998,AUG,84.52,ME
1998,SEP,84.78,ME
1998,OCT,84.84,ME
1998,NOV,84.65,ME
1998,DEC,84.49,ME
1999,JAN,84.65,ME
1999,FEB,85.17,ME
1999,MAR,85.94,ME
1999,ARP,86.91,ME
1999,MAY,87.97,ME
1999,JUN,88.91,ME
1999,JUL,89.7,ME
1999,AUG,90.34,ME
1999,SEP,90.87,ME
1999,OCT,91.22,ME
1999,NOV,91.43,ME
1999,DEC,91.68,ME
2000,JAN,92.07,ME
2000,FEB,92.59,ME
2000,MAR,93.35,ME
2000,ARP,94.48,ME
2000,MAY,95.83,ME
2000,JUN,97.08,ME
2000,JUL,98.05,ME
2000,AUG,98.66,ME
2000,SEP,99.02,ME
2000,OCT,99.3,ME
2000,NOV,99.62,ME
2000,DEC,100,ME
2001,JAN,100.51,ME
2001,FEB,101.19,ME
2001,MAR,102.03,ME
2001,ARP,103.17,ME
2001,MAY,104.61,ME
2001,JUN,106.13,ME
2001,JUL,107.52,ME
2001,AUG,108.53,ME
2001,SEP,108.96,ME
2001,OCT,109.08,ME
2001,NOV,109.27,ME
2001,DEC,109.66,ME
2002,JAN,110.4,ME
2002,FEB,111.45,ME
2002,MAR,112.7,ME
2002,ARP,114.23,ME
2002,MAY,116.1,ME
2002,JUN,118.2,ME
2002,JUL,120.17,ME
2002,AUG,121.46,ME
2002,SEP,122.1,ME
2002,OCT,122.53,ME
2002,NOV,122.94,ME
2002,DEC,123.34,ME
2003,JAN,123.88,ME
2003,FEB,124.79,ME
2003,MAR,126.11,ME
2003,ARP,127.61,ME
2003,MAY,129.19,ME
2003,JUN,130.83,ME
2003,JUL,132.18,ME
2003,AUG,133.35,ME
2003,SEP,134.38,ME
2003,OCT,135.53,ME
2003,NOV,136.83,ME
2003,DEC,137.81,ME
2004,JAN,138.48,ME
2004,FEB,139.11,ME
2004,MAR,140.27,ME
2004,ARP,142.25,ME
2004,MAY,144.74,ME
2004,JUN,147.13,ME
2004,JUL,148.9,ME
2004,AUG,149.95,ME
2004,SEP,150.45,ME
2004,OCT,150.73,ME
2004,NOV,150.92,ME
2004,DEC,151.28,ME
2005,JAN,152.1,ME
2005,FEB,153.16,ME
2005,MAR,154.32,ME
2005,ARP,155.73,ME
2005,MAY,157.59,ME
2005,JUN,159.72,ME
2005,JUL,161.41,ME
2005,AUG,162.32,ME
2005,SEP,162.59,ME
2005,OCT,162.26,ME
2005,NOV,161.86,ME
2005,DEC,161.8,ME
2006,JAN,161.84,ME
2006,FEB,161.74,ME
2006,MAR,161.89,ME
2006,ARP,162.66,ME
2006,MAY,163.96,ME
2006,JUN,165.14,ME
2006,JUL,165.34,ME
2006,AUG,164.44,ME
2006,SEP,162.93,ME
2006,OCT,161.37,ME
2006,NOV,160.15,ME
2006,DEC,159.51,ME
2007,JAN,159.59,ME
2007,FEB,160.39,ME
2007,MAR,161.69,ME
2007,ARP,162.79,ME
2007,MAY,163.29,ME
2007,JUN,163.4,ME
2007,JUL,163.29,ME
2007,AUG,162.84,ME
2007,SEP,162.06,ME
2007,OCT,160.99,ME
2007,NOV,159.62,ME
2007,DEC,158.45,ME
2008,JAN,157.74,ME
2008,FEB,157.36,ME
2008,MAR,157.34,ME
2008,ARP,157.54,ME
2008,MAY,157.54,ME
2008,JUN,157.41,ME
2008,JUL,157.48,ME
2008,AUG,157.35,ME
2008,SEP,156.44,ME
2008,OCT,154.92,ME
2008,NOV,153.03,ME
2008,DEC,151.11,ME
2009,JAN,149.7,ME
2009,FEB,148.96,ME
2009,MAR,148.84,ME
2009,ARP,149.25,ME
2009,MAY,149.8,ME
2009,JUN,150.03,ME
2009,JUL,149.84,ME
2009,AUG,149.19,ME
2009,SEP,148.28,ME
2009,OCT,147.3,ME
2009,NOV,146.38,ME
2009,DEC,145.72,ME
2010,JAN,145.34,ME
2010,FEB,145.18,ME
2010,MAR,145.25,ME
2010,ARP,145.57,ME
2010,MAY,146.09,ME
2010,JUN,146.68,ME
2010,JUL,147,ME
2010,AUG,146.69,ME
2010,SEP,145.84,ME
2010,OCT,144.94,ME
2010,NOV,144.1,ME
2010,DEC,143.4,ME
2011,JAN,142.92,ME
2011,FEB,142.66,ME
2011,MAR,142.6,ME
2011,ARP,142.86,ME
2011,MAY,143.42,ME
2011,JUN,143.95,ME
2011,JUL,144.21,ME
2011,AUG,144.1,ME
2011,SEP,143.77,ME
2011,OCT,143.37,ME
2011,NOV,142.68,ME
2011,DEC,141.63,ME
2012,JAN,140.5,ME
2012,FEB,139.75,ME
2012,MAR,139.77,ME
2012,ARP,140.57,ME
2012,MAY,141.66,ME
2012,JUN,142.52,ME
2012,JUL,143.02,ME
2012,AUG,143.27,ME
2012,SEP,143.41,ME
2012,OCT,143.58,ME
2012,NOV,143.75,ME
2012,DEC,143.88,ME
2013,JAN,143.89,ME
2013,FEB,143.82,ME
2013,MAR,144.05,ME
2013,ARP,144.75,ME
2013,MAY,145.68,ME
2013,JUN,146.58,ME
2013,JUL,147.38,ME
2013,AUG,147.95,ME
2013,SEP,148.05,ME
2013,OCT,147.62,ME
2013,NOV,146.89,ME
2013,DEC,146.21,ME
2014,JAN,145.82,ME
2014,FEB,145.98,ME
2014,MAR,146.86,ME
2014,ARP,148.1,ME
2014,MAY,149.47,ME
2014,JUN,150.77,ME
2014,JUL,151.54,ME
2014,AUG,151.59,ME
2014,SEP,150.94,ME
2014,OCT,149.98,ME
2014,NOV,149.02,ME
2014,DEC,148.3,ME
2015,JAN,148.28,ME
2015,FEB,149.08,ME
2015,MAR,150.54,ME
2015,ARP,152.43,ME
2015,MAY,154.35,ME
2015,JUN,155.8,ME
2015,JUL,156.54,ME
2015,AUG,156.8,ME
2015,SEP,156.83,ME
2015,OCT,156.59,ME
2015,NOV,155.98,ME
2015,DEC,155.17,ME
2016,JAN,154.64,ME
2016,FEB,154.85,ME
2016,MAR,156.01,ME
2016,ARP,157.98,ME
2016,MAY,159.99,ME
2016,JUN,161.61,ME
2016,JUL,163.02,ME
2016,AUG,164.08,ME
2016,SEP,164.69,ME
2016,OCT,164.81,ME
2016,NOV,164.39,ME
2016,DEC,163.73,ME
2017,JAN,163.27,ME
2017,FEB,163.52,ME
2017,MAR,164.83,ME
2017,ARP,167.17,ME
2017,MAY,169.94,ME
2017,JUN,172.28,ME
2017,JUL,173.6,ME
2017,AUG,174.19,ME
2017,SEP,174.55,ME
2017,OCT,174.68,ME
2017,NOV,174.5,ME
2017,DEC,174.11,ME
1975,JAN,24.49,MI
1975,FEB,24.85,MI
1975,MAR,25.14,MI
1975,ARP,25.31,MI
1975,MAY,25.35,MI
1975,JUN,25.29,MI
1975,JUL,25.25,MI
1975,AUG,25.34,MI
1975,SEP,25.4,MI
1975,OCT,25.3,MI
1975,NOV,25.18,MI
1975,DEC,25.17,MI
1976,JAN,25.21,MI
1976,FEB,25.27,MI
1976,MAR,25.4,MI
1976,ARP,25.58,MI
1976,MAY,25.69,MI
1976,JUN,25.79,MI
1976,JUL,25.9,MI
1976,AUG,26,MI
1976,SEP,26.1,MI
1976,OCT,26.21,MI
1976,NOV,26.33,MI
1976,DEC,26.46,MI
1977,JAN,26.6,MI
1977,FEB,26.77,MI
1977,MAR,26.92,MI
1977,ARP,27.06,MI
1977,MAY,27.29,MI
1977,JUN,27.6,MI
1977,JUL,27.93,MI
1977,AUG,28.19,MI
1977,SEP,28.43,MI
1977,OCT,28.74,MI
1977,NOV,29.11,MI
1977,DEC,29.43,MI
1978,JAN,29.69,MI
1978,FEB,29.96,MI
1978,MAR,30.29,MI
1978,ARP,30.72,MI
1978,MAY,31.22,MI
1978,JUN,31.71,MI
1978,JUL,32.2,MI
1978,AUG,32.65,MI
1978,SEP,33.03,MI
1978,OCT,33.42,MI
1978,NOV,33.77,MI
1978,DEC,34.18,MI
1979,JAN,34.75,MI
1979,FEB,35.33,MI
1979,MAR,35.72,MI
1979,ARP,36.06,MI
1979,MAY,36.66,MI
1979,JUN,37.38,MI
1979,JUL,37.74,MI
1979,AUG,37.86,MI
1979,SEP,37.99,MI
1979,OCT,37.94,MI
1979,NOV,37.75,MI
1979,DEC,37.73,MI
1980,JAN,37.95,MI
1980,FEB,38.23,MI
1980,MAR,38.41,MI
1980,ARP,38.5,MI
1980,MAY,38.61,MI
1980,JUN,38.76,MI
1980,JUL,38.83,MI
1980,AUG,38.92,MI
1980,SEP,39.07,MI
1980,OCT,39.06,MI
1980,NOV,38.9,MI
1980,DEC,38.77,MI
1981,JAN,38.73,MI
1981,FEB,38.85,MI
1981,MAR,39.04,MI
1981,ARP,39.25,MI
1981,MAY,39.54,MI
1981,JUN,39.86,MI
1981,JUL,40.06,MI
1981,AUG,40.04,MI
1981,SEP,39.91,MI
1981,OCT,39.91,MI
1981,NOV,40.1,MI
1981,DEC,40.27,MI
1982,JAN,40.23,MI
1982,FEB,40.02,MI
1982,MAR,39.7,MI
1982,ARP,39.34,MI
1982,MAY,38.95,MI
1982,JUN,38.48,MI
1982,JUL,37.78,MI
1982,AUG,36.68,MI
1982,SEP,35.11,MI
1982,OCT,33.47,MI
1982,NOV,32.89,MI
1982,DEC,34.11,MI
1983,JAN,35.98,MI
1983,FEB,37.16,MI
1983,MAR,37.64,MI
1983,ARP,37.87,MI
1983,MAY,38.09,MI
1983,JUN,38.23,MI
1983,JUL,38.25,MI
1983,AUG,38.23,MI
1983,SEP,38.15,MI
1983,OCT,38.02,MI
1983,NOV,37.94,MI
1983,DEC,38.02,MI
1984,JAN,38.24,MI
1984,FEB,38.37,MI
1984,MAR,38.37,MI
1984,ARP,38.39,MI
1984,MAY,38.53,MI
1984,JUN,38.64,MI
1984,JUL,38.6,MI
1984,AUG,38.41,MI
1984,SEP,38.27,MI
1984,OCT,38.32,MI
1984,NOV,38.52,MI
1984,DEC,38.78,MI
1985,JAN,38.99,MI
1985,FEB,39.04,MI
1985,MAR,39.09,MI
1985,ARP,39.27,MI
1985,MAY,39.54,MI
1985,JUN,39.83,MI
1985,JUL,40.1,MI
1985,AUG,40.26,MI
1985,SEP,40.42,MI
1985,OCT,40.67,MI
1985,NOV,40.81,MI
1985,DEC,40.88,MI
1986,JAN,40.95,MI
1986,FEB,41.06,MI
1986,MAR,41.37,MI
1986,ARP,41.82,MI
1986,MAY,42.16,MI
1986,JUN,42.81,MI
1986,JUL,43.68,MI
1986,AUG,44.17,MI
1986,SEP,44.27,MI
1986,OCT,44.29,MI
1986,NOV,44.58,MI
1986,DEC,44.85,MI
1987,JAN,45.01,MI
1987,FEB,45.31,MI
1987,MAR,45.79,MI
1987,ARP,46.32,MI
1987,MAY,46.83,MI
1987,JUN,47.39,MI
1987,JUL,47.82,MI
1987,AUG,48.04,MI
1987,SEP,48.2,MI
1987,OCT,48.44,MI
1987,NOV,48.62,MI
1987,DEC,48.58,MI
1988,JAN,48.6,MI
1988,FEB,48.85,MI
1988,MAR,49.26,MI
1988,ARP,49.82,MI
1988,MAY,50.35,MI
1988,JUN,50.74,MI
1988,JUL,51.06,MI
1988,AUG,51.32,MI
1988,SEP,51.49,MI
1988,OCT,51.66,MI
1988,NOV,51.82,MI
1988,DEC,51.93,MI
1989,JAN,52.05,MI
1989,FEB,52.22,MI
1989,MAR,52.63,MI
1989,ARP,53.28,MI
1989,MAY,53.84,MI
1989,JUN,54.26,MI
1989,JUL,54.71,MI
1989,AUG,55.08,MI
